Name,Price,Availability,Brand,Description,Category,Rating,Review,Star,Date,Labels
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,Beautiful shoe but runs small so had to return.,4.0 out of 5 stars,"Reviewed in the United States on May 19, 2024",positive
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,"De muy buena calidad los materiales, suaves, flexibles y cómodos. Son muy cómodos para caminar, siento que amortigua bien el impacto de caminar por mucho tiempo.",5.0 out of 5 stars,"Reviewed in Mexico on March 13, 2024",neutral
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,,5.0 out of 5 stars,"Reviewed in Canada on November 25, 2023",neutral
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,These showes are extremely comfortable. I’ve purchased the wide width and would recommend buying a size down. I’ve actually bought two pairs of these as I wear them almost exclusively to work so they needed replacing after about 18 MO’s. I work retail and average 8-9km a day! They hold up really well and look great with dress pants or jeans.,5.0 out of 5 stars,"Reviewed in Mexico on August 25, 2022",positive
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,"Me quedaron Perfecto, son muy cómodos y están bien hechos.",4.0 out of 5 stars,"Reviewed in the United Kingdom on March 15, 2024",neutral
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,,4.0 out of 5 stars,"Reviewed in Germany on December 11, 2023",neutral
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,"I have a pair of these in 5UK (I'm a 7.5US) but they are a tad too snug and by the end of the day end up hurting. They don't rub and start off at the beginning of the day feeling super comfortable. Thought I'd get a half size up but did not get sent the size I wanted.

I imagine if you can get your perfect size, they're the perfect shoe.",,,negative
Dr. Scholl's Shoes Women's Webster Loafer,49,In Stock,Visit the Dr. Scholl's Store,"An edgy, trend-right, and amazingly comfortable loafer. MATERIALS: Microsuede or fabric made from recycled bottles with soft, feel-good linings. FIT: Slip-on fit with faux leather back pull tab. FEELS: Comfort Insole Technology with anatomical cushioning, comfort & support. MOVEMENT: Lightweight, flexible construction moves with you. STYLE: Strap accent, almond toe, lug sole, and 1 inch platform heel. This standout loafer with tailored design is a must from work to weekend.","Clothing, Shoes & Jewelry",4.1,"I had to update my review after more wear. The shoes were very squeaky and that sound did not get softer with wear. I also would end the day with very sensitive pre-blistered areas of my toes. I wanted to love these, but they did not work out for me longer term.",,,negative
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"I purchased this on a whim and I like it. I got the Glimmering Mango which is a little bit dark and orangish when first applied but it blends...almost disappears. I put it on bare skin. I am happy that I had no reaction on my super sensitive skin prone to eczema. I will likely purchase this again in another color. I didn't use it around my eyes - only on my forehead, cheeks and under my chin. This product makes me curious about other Elf cosmetics since I had no bad reaction and they are very affordable. It's tiny but makes it good for my purse and also in a size that I can try the product at a low cost. It'll probably last all Summer if I use it often.",5.0 out of 5 stars,"Reviewed in the United States on May 20, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"This was just what I was looking for! I have tan skin so I was worried that the Pigmentation would be a problem, for someone with an olive skin tone it’s hard to find something that works, the Glimmering Guava did perfect. I wanted a more 🍑 color since I’m over Barbie 💖 pink now… and this did amazing! 10/10 recommend. Doesn’t show as a lip stick for me, but it’ll do as a blush. Just for a warning, it’s a little bit more shimmery than I thought it was going to be, but now I know that it serves as a high light as well :)",5.0 out of 5 stars,"Reviewed in the United States on May 13, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"First time using this product.
What I do like about it is it isn't sticky. But as I go to spread it on my cheeks and lips, it doesn't spread easily or rubs off pretty quickly. I also am naturally fair and went with the peach color, but have tanner on and not even the shimmer shows up. So I would maybe consider going one shade darker then you think you want for it to show up better.",4.0 out of 5 stars,"Reviewed in the United States on May 23, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"This multi stick is a gem! I’m in love with the color, adds just the right amount of pop to my cheeks, eyes and lips. The pigment is stunning, also purchased it on another shade because I’m in love!

One of the best things is how seamlessly it blends. Smoothly and effortlessly giving me q flawless look. The size is ideal for my makeup bag.",5.0 out of 5 stars,"Reviewed in the United States on May 24, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"The quality is not good. I have a peach color that is barely noticeable on my skin. I must apply it in a lot of quantity. It is difficult for the product to remain well fixed on the skin. I'm disappointed. Many people say that for the price it is good but honestly I have a Maybelline blush that I bought for the same price, it has more product, it shows on the skin and the color is more beautiful. I think it is exaggeratedly expensive for the quality of the product. Maybe the people who posted photos applying this product had to put in a lot. On the other hand, when using the product on my lips it remains white, and it is barely noticeable on my eyelids. ****Is not possible to return it. Consider it better before losing money****",3.0 out of 5 stars,"Reviewed in the United States on May 19, 2024",negative
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"I chose the dazzling peony shade which appears as a natural looking blush with a slight shimmer. This is exactly what I was going for and I love it! There isn't much in the tube, but for the price, you can't go wrong and it's a great way to try a color. It applies very smooth on my cheeks.",5.0 out of 5 stars,"Reviewed in the United States on May 18, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"I was looking for a non-messy, compact blush for travel. This product is an awesome find. It is sheer and blendable, but not greasy. I used it on my lips too as suggested. It is great. Now I don't need to pack lipstick either. Surprising multi-use product. The color worked well with my light olive complexion.",5.0 out of 5 stars,"Reviewed in the United States on May 18, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"I am loving this stuff. I bought 2 colors and I'm still figuring out how to apply them in the best way, but already love the pop of color and glow they provide. Sometimes, I apply it on my cheeks, lips, eyes for that monchromatic look ...especially in the morning when I'm heading out to walk my dog or run an errand and I don't really feel like doing a ""whole face"" of makeup, but don't want to look dead when I run into people. It's a quick application and really brightens my face!",4.0 out of 5 stars,"Reviewed in the United States on April 30, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,Love this elf all in one. Looks subtle and blends well. Delivered quickly.,5.0 out of 5 stars,"Reviewed in Canada on May 7, 2024",positive
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,Aber ich muss sagen ich bin begeistert. Kleiner Stift aber große Wirkung. Ich bin sehr zufrieden,5.0 out of 5 stars,"Reviewed in Germany on May 21, 2024",neutral
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,,3.0 out of 5 stars,"Reviewed in Sweden on May 17, 2024",neutral
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,Inte så färgrik som jag hade hoppats,5.0 out of 5 stars,"Reviewed in Germany on May 15, 2024",neutral
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,,5.0 out of 5 stars,"Reviewed in the United Kingdom on May 2, 2024",neutral
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,Çok iyi bir allık kolay dağlıyor ve kremsi ama fotoğraftaki gibi kırmızı ya doğru değilde daha çok pembelik bırakıyor yüzde,,,neutral
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,,,,neutral
"e.l.f. Monochromatic Multi Stick, Luxuriously Creamy & Blendable Color, For Eyes, Lips & Cheeks, Dazzling Peony, 0.17 oz (5 g)",5,In Stock,Visit the e.l.f. Store,"What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.
Why we love:
Versatile, multi stick makeup for eyes, lips, and cheeks
Non-greasy, lightweight formula in a trending stick blush format
Foolproof, blendable wear
Perfect size for touch-ups on the go
Key Ingredients:
Shea Butter - Nourishes skin for a smooth finish
Vitamin E - Brings a refreshing moisture boost
One multi-use makeup stick, all the versatility. This cream blush stick also works overtime as an eyeshadow and lipstick as well, delivering a gorgeous hint of color wherever you want it. The nourishing formula glides on and blends seamlessly, melting into your skin for a fresh and flattering finish.
All e.l.f. products are made from skin-loving ingredients you want at good-for-you prices. All e.l.f. products are 100% vegan, cruelty-free, and leaping bunny certified. Because kindness is chic.",Beauty & Personal Care,4.2,"Im delighted with my my Elf Multi Stick. I put some on my cheeks, my lips and even a little stroke on my eyes and nec, it's luxurious and leaves a lovely glow to your skin. Apparently it comes in different shades so i keep looking for the bronzing colour for the summer but i havent found it it yet. I would highly recommend this product to anyone 5 Stars, thank you Elf and thank you Amazon",,,positive
"wet n wild MegaGlo Dual-Ended Contour Stick, Light Medium, Cruelty-Free",5,In Stock,Visit the wet n wild Store,Contouring made easy and portable! This amazing highlighting and contouring stick is dual-ended for precise application to easily enhance your features. The contouring shade helps define and chisel while the highlighter illuminates your best features.,Beauty & Personal Care,4.3,"I recently tried a dual-ended contour stick, and I'm absolutely obsessed with it! This contour stick has quickly become a must-have in my makeup bag, as it effortlessly allows me to sculpt and define my features for a flawless, contoured look. The dual-ended design is genius – one end features a creamy contour shade that blends seamlessly into my skin, while the other end boasts a highlighter that adds the perfect touch of glow and dimension. I love how easy it is to use – the creamy texture glides on smoothly and blends like a dream, giving me precise control over the intensity and placement of my contour and highlight. Plus, the long-lasting formula ensures that my sculpted look stays put all day long, without fading or smudging. Since incorporating this dual-ended contour stick into my makeup routine, I've received countless compliments on my sculpted features, and I feel more confident than ever rocking a flawless contour. Whether you're a makeup novice or a contouring pro, I highly recommend giving this dual-ended contour stick a try – it's a game-changer for achieving a professional-looking contour with minimal effort!",5.0 out of 5 stars,"Reviewed in the United States on April 30, 2024",positive
"wet n wild MegaGlo Dual-Ended Contour Stick, Light Medium, Cruelty-Free",5,In Stock,Visit the wet n wild Store,Contouring made easy and portable! This amazing highlighting and contouring stick is dual-ended for precise application to easily enhance your features. The contouring shade helps define and chisel while the highlighter illuminates your best features.,Beauty & Personal Care,4.3,For contouring and highlight the colors fair to medium is great I am olive tone but a light olive tone it's hard to find colors the blend in so easily into my skin I liked so much I bought 2 more I like the ease of control of the color for myself I use 2 stokes at first and if I need to apply a third stroke for more of defined contouring,5.0 out of 5 stars,"Reviewed in the United States on May 12, 2024",positive
"wet n wild MegaGlo Dual-Ended Contour Stick, Light Medium, Cruelty-Free",5,In Stock,Visit the wet n wild Store,Contouring made easy and portable! This amazing highlighting and contouring stick is dual-ended for precise application to easily enhance your features. The contouring shade helps define and chisel while the highlighter illuminates your best features.,Beauty & Personal Care,4.3,"upon opening, one of the ends were broken and stuck to the inside of cap. if it wasn't so inexpensive i would have returned it but i'll maybe just purchase another and hope for the best. both side of the colors were really nice and i am not one to wear shiny highlighter but i put some on top of the contour and it looked really pretty. the medium color i got weas a little lighter than i expected but that was ok. just really wish it wasn't broken bc i will have to repurchase just to use the other side. but it was very blendable.",4.0 out of 5 stars,"Reviewed in the United States on April 7, 2024",positive
"wet n wild MegaGlo Dual-Ended Contour Stick, Light Medium, Cruelty-Free",5,In Stock,Visit the wet n wild Store,Contouring made easy and portable! This amazing highlighting and contouring stick is dual-ended for precise application to easily enhance your features. The contouring shade helps define and chisel while the highlighter illuminates your best features.,Beauty & Personal Care,4.3,"Love the shade and super easy to use,. I won’t go back to powder contour",5.0 out of 5 stars,"Reviewed in the United States on May 21, 2024",positive
